ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,ENVANTER_TARIHI,AKTUEL_MES_TIP,BONITET,RAKIM,EGIM,BAKI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BİTKİ_ÖRTÜSÜ_TÜR,ORTALAMA_BOY,ÖRTME_ORANI,DİĞER_ORTU_TURU,YIL,BLOK
203653,0,,İSTANBUL,ÇATALCA,KARACAKÖY ,28.489473,41.351966,30-08-2022,MGna3,3,98,10,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Adi Üvez/Ayıt,6,1,,2022,2
203653,0,,İSTANBUL,ÇATALCA,KARACAKÖY ,28.489473,41.351966,30-08-2022,MGna3,3,98,10,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Funda,0.25,1,,2022,2
205143,0,,İSTANBUL,ÇATALCA,TERKOS,28.523434,41.270456,31-08-2022,MDya3,3,91,20,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Laden,0.15,1,,2022,2
205143,0,,İSTANBUL,ÇATALCA,TERKOS,28.523434,41.270456,31-08-2022,MDya3,3,91,20,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Eğrelti,0.85,10,,2022,2
205143,0,,İSTANBUL,ÇATALCA,TERKOS,28.523434,41.270456,31-08-2022,MDya3,3,91,20,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Böğürtlen,0.45,2,,2022,2
205143,0,,İSTANBUL,ÇATALCA,TERKOS,28.523434,41.270456,31-08-2022,MDya3,3,91,20,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Adi fındık,5,3,,2022,2
207901,0,,İSTANBUL,ÇATALCA,DURUSU,28.59702,41.350524,12-07-2023,MDybc3,2,10,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Tavşanmemesi,1.2,0.95,,2023,3
207901,0,,İSTANBUL,ÇATALCA,DURUSU,28.59702,41.350524,12-07-2023,MDybc3,2,10,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Duvar sarmaşığı,0.2,1,,2023,3
209310,0,,İSTANBUL,ÇATALCA,DURUSU,28.632193,41.323009,22-12-2020,Bk,0,8,30,Güney,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Taban,Kofa,1,30,,2021,1
209310,0,,İSTANBUL,ÇATALCA,DURUSU,28.632193,41.323009,22-12-2020,Bk,0,8,30,Güney,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Taban,Kocayemiş,2,7,,2021,1
209310,0,,İSTANBUL,ÇATALCA,DURUSU,28.632193,41.323009,22-12-2020,Bk,0,8,30,Güney,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Taban,Karayemiş,2.5,5,,2021,1
209320,0,,İSTANBUL,ÇATALCA,DURUSU,28.631519,41.295996,31-08-2022,MDyab3,3,52,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Dikenli Sarmaşık,2,2,,2022,2
209320,0,,İSTANBUL,ÇATALCA,DURUSU,28.631519,41.295996,31-08-2022,MDyab3,3,52,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Tavşanmemesi,0.3,2,,2022,2
209320,0,,İSTANBUL,ÇATALCA,DURUSU,28.631519,41.295996,31-08-2022,MDyab3,3,52,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Kızılcık,3,5,,2022,2
209320,0,,İSTANBUL,ÇATALCA,DURUSU,28.631519,41.295996,31-08-2022,MDyab3,3,52,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Ormangülü,4,2,,2022,2
209320,0,,İSTANBUL,ÇATALCA,DURUSU,28.631519,41.295996,31-08-2022,MDyab3,3,52,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Funda,0.15,2,,2022,2
210738,0,,İSTANBUL,ÇATALCA,DURUSU,28.668025,41.322495,12-07-2023,Z,0,8,1,Doğu,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Taban,,,,,2023,3
212153,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.701748,41.240935,27-05-2023,MÇkbc3,3,120,10,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Tavşanmemesi,1.4,15,,2023,3
212153,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.701748,41.240935,27-05-2023,MÇkbc3,3,120,10,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Böğürtlen,0.5,5,,2023,3
212153,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.701748,41.240935,27-05-2023,MÇkbc3,3,120,10,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Alıç,0.8,5,,2023,3
212153,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.701748,41.240935,27-05-2023,MÇkbc3,3,120,10,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Funda,1.7,5,,2023,3
213501,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.735392,41.159367,27-05-2023,MÇkab3,3,60,35,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Orta Yamaç,,,,,2023,3
213501,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.735392,41.159367,27-05-2023,MÇkab3,3,60,35,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Orta Yamaç,Böğürtlen,1.7,30,,2023,3
213501,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.735392,41.159367,27-05-2023,MÇkab3,3,60,35,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Orta Yamaç,Dolanbaç,0.4,10,,2023,3
213501,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.735392,41.159367,27-05-2023,MÇkab3,3,60,35,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Orta Yamaç,Laden,0.5,10,,2023,3
213501,0,,İSTANBUL,İSTANBUL,ARNAVUTKÖY ,28.735392,41.159367,27-05-2023,MÇkab3,3,60,35,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Orta Yamaç,Eğrelti,1.4,30,,2023,3
214810,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.768954,41.077789,30-08-2023,İs,0,86,1,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Açıklık Alan,IBRELI,Gevşek Kapalı,Taban,,,,,2023,3
215957,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.809848,41.266308,12-07-2023,Çfa,3,43,20,Güney Batı,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Orta Kapalı,Orta Yamaç,,,,,2023,3
215987,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.807614,41.185278,18-07-2021,BM,0,81,16,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Tavşanmemesi,0.2,1,,2021,1
215987,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.807614,41.185278,18-07-2021,BM,0,81,16,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Funda,0.2,3,,2021,1
215987,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.807614,41.185278,18-07-2021,BM,0,81,16,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Kızılcık,0.8,1,,2021,1
215997,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.806872,41.158267,09-09-2022,ÇzMc3,1,100,30,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Eğrelti,0.7,2,,2022,2
215997,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.806872,41.158267,09-09-2022,ÇzMc3,1,100,30,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Tavşanmemesi,0.6,2,,2022,2
215997,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.806872,41.158267,09-09-2022,ÇzMc3,1,100,30,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Dikenli Sarmaşık,4,4,,2022,2
218340,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.881441,41.26516,01-09-2022,Ö.A,0,55,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Normal Kapalı,Tepe,Boğadikeni,0.5,1,,2022,2
218340,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.881441,41.26516,01-09-2022,Ö.A,0,55,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Normal Kapalı,Tepe,Kuşburnu,1,1,,2022,2
218340,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.881441,41.26516,01-09-2022,Ö.A,0,55,10,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Normal Kapalı,Tepe,Böğürtlen,0.4,1,,2022,2
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Farekulağı,0.2,5,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Şevketi bostan,0.3,5,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,,,,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Engerek otu,0.25,10,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Ballıbaba,0.3,5,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Aküçgül,0.2,30,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Şalgam,0.5,5,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Kuşburnu,0.7,5,,2023,3
218350,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.880666,41.238151,27-05-2023,Çfa,3,127,3,Düzlük,Karadeniz kiyi kusagi,Açıklık Alan,Açıklık Alan,Açıklık Alan,Boşluklu Kapalı,Tepe,Keçisedefi,0.5,5,,2023,3
218380,0,,İSTANBUL,İSTANBUL,KEMERBURGAZ ,28.878348,41.157124,24-12-2021,MÇkbc3,3,68,50,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Tavşanmemesi,0.2,1,,2021,1
218390,0,,İSTANBUL,İSTANBUL,FENERTEPE,28.877577,41.130114,01-07-2022,Oc,0,77,60,Güney,Karadeniz kiyi ardi iliman iklim kusagi,Açıklık Alan,Koru,Açıklık Alan,Boşluklu Kapalı,Üst Yamaç,,,,,2022,2
219453,0,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ ,28.915658,41.210553,22-12-2021,MKncd3,3,118,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Dikenli Sarmaşık,0.2,80,,2021,1
219453,0,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ ,28.915658,41.210553,22-12-2021,MKncd3,3,118,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Eğrelti,0.7,25,,2021,1
219453,0,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ ,28.915658,41.210553,22-12-2021,MKncd3,3,118,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Tavşanmemesi,0.8,3,,2021,1
219453,0,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ ,28.915658,41.210553,22-12-2021,MKncd3,3,118,5,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Böğürtlen,1,20,,2021,1
220461,0,,İSTANBUL,BAHÇEKÖY,SARIYER,28.952226,41.23696,07-09-2022,MGnab3,3,50,20,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Funda,2,8,,2022,2
220461,0,,İSTANBUL,BAHÇEKÖY,SARIYER,28.952226,41.23696,07-09-2022,MGnab3,3,50,20,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Dikenli Sarmaşık,6,6,,2022,2
220461,0,,İSTANBUL,BAHÇEKÖY,SARIYER,28.952226,41.23696,07-09-2022,MGnab3,3,50,20,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Orta Yamaç,Tavşanmemesi,1,20,,2022,2
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Devekulağı,0.25,5,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Adi ardıç,1.5,10,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Duvar sarmaşığı,0.3,5,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Yabani havuç,0.3,5,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Yabani oğulotu,0.3,40,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Tavşanmemesi,1.1,5,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Böğürtlen,0.3,15,,2023,3
220471,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.951423,41.209952,27-05-2023,MKnGncd3,3,170,4,Düzlük,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Orman iplikçiği,0.8,10,,2023,3
220501,0,,İSTANBUL,İSTANBUL,İSTANBUL,28.949019,41.128927,22-12-2021,Z,0,79,3,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Böğürtlen,0.2,70,,2021,1
221415,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,22-12-2021,ÇsÇkc3,3,119,13,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Alt Yamaç,Defne,2,5,,2021,1
221415,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,22-12-2021,ÇsÇkc3,3,119,13,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Alt Yamaç,Eğrelti,0.3,5,,2021,1
221415,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,22-12-2021,ÇsÇkc3,3,119,13,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Alt Yamaç,Tavşanmemesi,0.8,5,,2021,1
221415,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,22-12-2021,ÇsÇkc3,3,119,13,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Alt Yamaç,Adi fındık,1.5,1,,2021,1
221415,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,22-12-2021,ÇsÇkc3,3,119,13,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Alt Yamaç,Böğürtlen,0.6,80,,2021,1
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Dikenucu,2.5,15,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Kuşburnu,1.5,2,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Tavşanmemesi,0.35,2,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Laden,0.2,1,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Funda,0.75,1,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Kestane,1.5,2,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Eğrelti,0.5,20,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Akçakesme/Kesme,1,8,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Alıç,1,3,,2022,2
221425,0,,İSTANBUL,BAHÇEKÖY,BENTLER,28.985554,41.155325,01-07-2022,Çkc3,3,159,5,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum+Sürgün ,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Böğürtlen,0.35,5,,2022,2
221435,0,,İSTANBUL,İSTANBUL,İSTANBUL,28.984739,41.128317,12-07-2023,Oc,0,116,3,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Akçakesme/Kesme,0.3,4,,2023,3
221435,0,,İSTANBUL,İSTANBUL,İSTANBUL,28.984739,41.128317,12-07-2023,Oc,0,116,3,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Üst Yamaç,Funda,1.5,20,,2023,3
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Böğürtlen,1,40,,2021,1
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Funda,1,40,,2021,1
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Tavşanmemesi,0.25,1,,2021,1
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Kızılcık,1.7,10,,2021,1
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Adi ardıç,2,2,,2021,1
222201,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,29-12-2021,Çmcd3,2,51,10,Kuzey Doğu,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Orta Yamaç,Akçakesme/Kesme,1.5,20,,2021,1
222221,0,,İSTANBUL,BAHÇEKÖY,SARIYER,29.022117,41.18171,27-05-2023,Ö.O,0,179,30,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Eğrelti,1,1,,2023,3
225024,0,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,01-01-2022,OT,0,293,7,Düzlük,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Sırt,Kocayemiş,1.5,5,,2021,1
225024,0,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,01-01-2022,OT,0,293,7,Düzlük,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Sırt,Laden,0.1,10,,2021,1
225024,0,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,01-01-2022,OT,0,293,7,Düzlük,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Sırt,Akçakesme/Kesme,1.6,3,,2021,1
225024,0,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,01-01-2022,OT,0,293,7,Düzlük,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Sırt,Funda,1.6,10,,2021,1
