ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,ENVANTER_TARIHI,AKTUEL_MES_TIP,BONITET,RAKIM,EGIM,BAKI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,BİTKİ_ÖRTÜSÜ_TÜR,ORTALAMA_BOY,ÖRTME_ORANI,DİĞER_ORTU_TURU,YIL,BLOK
929963,929963,189647,İSTANBUL,ÇATALCA,SİLİVRİ,28.16678677,41.35569075,14-08-2019,Mab3,3,230,3,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2.6,2,,2019,4
929963,929963,189647,İSTANBUL,ÇATALCA,SİLİVRİ,28.16678677,41.35569075,14-08-2019,Mab3,3,230,3,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2.3,2,,2019,4
929957,929957,189617,İSTANBUL,ÇATALCA,ISTRANCA,28.16823734,41.43674244,25-12-2022,Mab3,3,255,8,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Funda,1,15,,2021,1
929957,929957,189617,İSTANBUL,ÇATALCA,ISTRANCA,28.16823734,41.43674244,25-12-2022,Mab3,3,255,8,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Eğrelti,0.7,20,,2021,1
929955,929955,189607,İSTANBUL,ÇATALCA,BİNKILIÇ,28.16872219,41.4637594,11-09-2020,KnMb3,3,292,24,Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Üst Yamaç,Diğer Yapraklı,2,20,,2020,5
929953,929953,189597,İSTANBUL,ÇATALCA,BİNKILIÇ,28.16920769,41.49077624,08-09-2019,KnMc3,2,254,23,Doğu,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Diğer Yapraklı,2,15,,2019,4
929947,929947,189567,İSTANBUL,ÇATALCA,ISTRANCA,28.1706682,41.57182595,18-07-2021,Mbc3,2,80,13,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Normal Kapalı,Tepe,,,,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Laden,0.1,2,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Böğürtlen,0.1,1,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Kıraç Otu,0.1,1,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Sütleğen,0.1,1,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Funda,0.1,2,,2021,1
929717,929717,173901,İSTANBUL,TEKİRDAĞ,LALADERE,27.95400362,41.5197846,20-12-2021,Mab3,3,248,5,Kuzey Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Siğilotu,0.1,1,,2021,1
929715,929715,173891,İSTANBUL,TEKİRDAĞ,SARAY,27.95440072,41.54680305,13-08-2020,Ma3,3,230,8,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Süpürge Çalısı,1.1,15,,2020,5
929715,929715,173891,İSTANBUL,TEKİRDAĞ,SARAY,27.95440072,41.54680305,13-08-2020,Ma3,3,230,8,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Diğer Yapraklı,1.2,2,,2020,5
929713,929713,173881,İSTANBUL,VİZE,VİZE,27.95479836,41.57382137,16-09-2019,Ma3,3,140,27,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Süpürge Çalısı,2.5,15,,2019,4
929713,929713,173881,İSTANBUL,VİZE,VİZE,27.95479836,41.57382137,16-09-2019,Ma3,3,140,27,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Böğürtlen,1,5,,2019,4
929707,929707,173851,İSTANBUL,VİZE,KÖMÜRKÖY,27.95599455,41.65487554,06-01-2022,MDyab3,3,132,13,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Tepe,Tavşanmemesi,0.25,35,,2021,1
929707,929707,173851,İSTANBUL,VİZE,KÖMÜRKÖY,27.95599455,41.65487554,06-01-2022,MDyab3,3,132,13,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Tepe,Dikenli Sarmaşık,0.1,30,,2021,1
929707,929707,173851,İSTANBUL,VİZE,KÖMÜRKÖY,27.95599455,41.65487554,06-01-2022,MDyab3,3,132,13,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Tepe,Çöpleme,0.1,5,,2021,1
929697,929697,173801,İSTANBUL,DEMİRKÖY,SİVRİKULUBELER ,27.95799912,41.78996323,09-01-2022,KnMc3,2,120,35,Güney Batı,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI,Normal Kapalı,Alt Yamaç,Ormangülü,1,10,,2021,1
929693,929693,173781,İSTANBUL,DEMİRKÖY,İĞNEADA,27.95880479,41.84399739,16-09-2019,MGnDybc3,3,20,7,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,Diğer Yapraklı,0.9,2,,2019,4
929693,929693,173781,İSTANBUL,DEMİRKÖY,İĞNEADA,27.95880479,41.84399739,16-09-2019,MGnDybc3,3,20,7,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Taban,Alıç,2,5,,2019,4
929687,929687,173751,İSTANBUL,DEMİRKÖY,İĞNEADA,27.96001744,41.92504764,18-12-2021,Mab3,2,46,2,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Katır Tırnağı,0.35,2,,2021,1
929687,929687,173751,İSTANBUL,DEMİRKÖY,İĞNEADA,27.96001744,41.92504764,18-12-2021,Mab3,2,46,2,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Tavşanmemesi,0.6,8,,2021,1
929687,929687,173751,İSTANBUL,DEMİRKÖY,İĞNEADA,27.96001744,41.92504764,18-12-2021,Mab3,2,46,2,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Taban,Böğürtlen,0.2,2,,2021,1
929685,929685,173741,İSTANBUL,DEMİRKÖY,İĞNEADA,27.96042276,41.95206414,26-08-2020,Mab3,1,168,14,Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,1,35,,2020,5
929453,929453,166388,İSTANBUL,VİZE,ÇAKILLI,27.8824695,41.54737759,17-12-2021,Çkbc3,3,290,3,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Üst Yamaç,,,,,2021,1
929241,929241,162619,İSTANBUL,VİZE,VİZE,27.84650313,41.54764799,17-08-2019,BGnM,0,246,12,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Üst Yamaç,Alıç,1,5,,2019,4
929235,929235,162589,İSTANBUL,VİZE,KÖMÜRKÖY,27.84756268,41.62870496,18-12-2021,Ma3,3,289,4,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Böğürtlen,0.2,2,,2021,1
929235,929235,162589,İSTANBUL,VİZE,KÖMÜRKÖY,27.84756268,41.62870496,18-12-2021,Ma3,3,289,4,Düzlük,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Tavşanmemesi,0.1,2,,2021,1
929233,929233,162579,İSTANBUL,VİZE,KÖMÜRKÖY,27.84791683,41.65572369,15-09-2020,Mbc3,3,195,17,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Sırt,Alıç,1.2,1,,2020,5
929231,929231,162569,İSTANBUL,VİZE,KÖMÜRKÖY,27.84827146,41.68274229,19-08-2019,Ma3,3,340,25,Kuzey Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Sırt,Diğer Yapraklı,2,5,,2019,4
929225,929225,162539,İSTANBUL,DEMİRKÖY,SİVRİKULUBELER ,27.84933827,41.7637973,19-02-2022,KnMc3,2,389,25,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Eğrelti,0.2,2,,2021,1
929225,929225,162539,İSTANBUL,DEMİRKÖY,SİVRİKULUBELER ,27.84933827,41.7637973,19-02-2022,KnMc3,2,389,25,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Böğürtlen,0.7,15,,2021,1
929225,929225,162539,İSTANBUL,DEMİRKÖY,SİVRİKULUBELER ,27.84933827,41.7637973,19-02-2022,KnMc3,2,389,25,Kuzey,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Ormangülü,1,20,,2021,1
929223,929223,162529,İSTANBUL,DEMİRKÖY,ÇAKMAKTEPE,27.84969485,41.79081538,19-08-2020,Mbc3,4,333,15,Güney Doğu,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Alt Yamaç,Süpürge Çalısı,1,90,,2020,5
929215,929215,162489,İSTANBUL,DEMİRKÖY,İĞNEADA,27.85112604,41.89888639,24-12-2021,Z,0,212,20,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,,,,,2021,1
929213,929213,162479,İSTANBUL,DEMİRKÖY,MACARA,27.85148506,41.92590382,18-08-2020,MGnbc3,2,168,15,Kuzey,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Alt Yamaç,Diğer Yapraklı,0.5,10,,2020,5
929211,929211,162469,İSTANBUL,DEMİRKÖY,MACARA,27.85184458,41.95292112,02-09-2019,KnMGnc3,2,141,11,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Alıç,1.2,2,,2019,4
929211,929211,162469,İSTANBUL,DEMİRKÖY,MACARA,27.85184458,41.95292112,02-09-2019,KnMGnc3,2,141,11,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Diğer Yapraklı,1,1,,2019,4
929211,929211,162469,İSTANBUL,DEMİRKÖY,MACARA,27.85184458,41.95292112,02-09-2019,KnMGnc3,2,141,11,Güney,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Diğer Yapraklı,1.5,1,,2019,4
928520,928520,141095,İSTANBUL,DEMİRKÖY,KURUDERE,27.63360617,41.8462518,14-01-2022,Mbc3,3,470,25,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Ormangülü,1,15,,2021,1
928520,928520,141095,İSTANBUL,DEMİRKÖY,KURUDERE,27.63360617,41.8462518,14-01-2022,Mbc3,3,470,25,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Funda,0.4,20,,2021,1
927960,927960,126899,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.48844697,41.76589842,16-01-2022,Çkc3,3,538,30,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Gevşek Kapalı,Orta Yamaç,Laden,0.5,8,,2021,1
927960,927960,126899,İSTANBUL,KIRKLARELİ,ÜSKÜP,27.48844697,41.76589842,16-01-2022,Çkc3,3,538,30,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Gevşek Kapalı,Orta Yamaç,Adi ardıç,1,10,,2021,1
927950,927950,126849,İSTANBUL,KIRKLARELİ,AZİZİYE,27.4894752,41.90099744,15-12-2021,Kncd3,2,617,35,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Sütleğen,0.1,1,,2021,1
926861,926861,104449,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30798951,41.76652389,15-12-2021,BM,0,239,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Kızılcık,0.8,1,,2021,1
926861,926861,104449,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30798951,41.76652389,15-12-2021,BM,0,239,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Funda,0.2,3,,2021,1
926861,926861,104449,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30798951,41.76652389,15-12-2021,BM,0,239,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Tavşanmemesi,0.2,1,,2021,1
926857,926857,104429,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30824833,41.82056506,12-08-2019,BÇkM,0,406,23,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Alıç,2.2,2,,2019,4
926857,926857,104429,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30824833,41.82056506,12-08-2019,BÇkM,0,406,23,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Karaçalı,2,10,,2019,4
926851,926851,104399,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30863788,41.90162586,15-12-2021,MGnab3,3,559,5,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Sütleğen,0.1,1,,2021,1
926851,926851,104399,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.30863788,41.90162586,15-12-2021,MGnab3,3,559,5,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,Sığır Kuyruğu,0.1,1,,2021,1
926839,926839,104349,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.3092907,42.03672464,30-12-2021,ÇkMab3,2,436,10,Güney Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,Üst Yamaç,Böğürtlen,0.2,35,,2021,1
926473,926473,99223,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.27224038,41.8476768,13-12-2021,Çka,3,344,15,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Tepe,Karaçalı,2,30,,2021,1
926469,926469,99203,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.2724698,41.90171738,27-08-2019,Ma,2,446,11,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Kuşburnu,2,2,,2019,4
926469,926469,99203,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.2724698,41.90171738,27-08-2019,Ma,2,446,11,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Diğer Yapraklı,1,3,,2019,4
926463,926463,99173,İSTANBUL,KIRKLARELİ,KİRAZPINAR ,27.27281512,41.98277728,16-12-2021,MGncd3,3,655,7,Güney,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Üst Yamaç,,,,,2021,1
926213,926213,94290,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.2325179,40.84791122,04-01-2022,Mzb2,4,285,60,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Böğürtlen,0.4,2,,2021,1
926213,926213,94290,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.2325179,40.84791122,04-01-2022,Mzb2,4,285,60,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Sütleğen,0.2,2,,2021,1
926213,926213,94290,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.2325179,40.84791122,04-01-2022,Mzb2,4,285,60,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Tavşanmemesi,0.4,20,,2021,1
926213,926213,94290,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.2325179,40.84791122,04-01-2022,Mzb2,4,285,60,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Dikenli Sarmaşık,0.1,30,,2021,1
926209,926209,94270,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.23270708,40.90196139,06-08-2019,ÇkSa3,4,238,14,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Alıç,2.5,10,,2019,4
926209,926209,94270,İSTANBUL,TEKİRDAĞ,TEKİRDAĞ,27.23270708,40.90196139,06-08-2019,ÇkSa3,4,238,14,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Diğer Yapraklı,0.5,2,,2019,4
925907,925907,88980,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,08-01-2022,MzGna3,4,305,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Adi ardıç,1.1,20,,2021,1
925907,925907,88980,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,08-01-2022,MzGna3,4,305,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Kuşkonmaz,0.3,5,,2021,1
925907,925907,88980,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,08-01-2022,MzGna3,4,305,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Tavşanmemesi,0.3,10,,2021,1
925907,925907,88980,İSTANBUL,TEKİRDAĞ,GANOSLAR,27.19676885,40.79392666,08-01-2022,MzGna3,4,305,35,Kuzey,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Akçakesme/Kesme,1.4,15,,2021,1
925876,925876,88860,İSTANBUL,TEKİRDAĞ,MALKARA,27.19773416,41.11822383,05-08-2019,Z,0,109,8,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Alt Yamaç,Diğer Yapraklı,2,10,,2019,4
925876,925876,88860,İSTANBUL,TEKİRDAĞ,MALKARA,27.19773416,41.11822383,05-08-2019,Z,0,109,8,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Alt Yamaç,Böğürtlen,2,20,,2019,4
925837,925837,88730,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.19879786,41.46952506,15-12-2021,Ma3,3,122,4,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Tepe,Ilgın,0.5,1,,2021,1
925837,925837,88730,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.19879786,41.46952506,15-12-2021,Ma3,3,122,4,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Tepe,Laden,0.2,30,,2021,1
925837,925837,88730,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.19879786,41.46952506,15-12-2021,Ma3,3,122,4,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Tepe,Adi ardıç,1.3,30,,2021,1
925831,925831,88710,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ,27.19896318,41.52356949,14-09-2019,BM,0,120,5,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Karaçalı,2,30,,2019,4
925822,925822,88680,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.19921202,41.60463518,14-12-2021,Z,0,109,20,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Taban,,,,,2021,1
925812,925812,88530,İSTANBUL,KIRKLARELİ,GÜLBABA,27.20047161,42.00994641,16-12-2021,OT,0,536,7,Kuzey Batı,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Taban,,,,,2021,1
925607,925607,83692,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.1610778,40.73993041,06-01-2022,Mza3,4,420,45,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Adi ardıç,1.5,30,,2021,1
925607,925607,83692,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.1610778,40.73993041,06-01-2022,Mza3,4,420,45,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Akçakesme/Kesme,1,2,,2021,1
925183,925183,78329,İSTANBUL,TEKİRDAĞ,ŞARKÖY,27.12549525,40.71294859,10-08-2020,MzMla3,4,244,31,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,Orta Yamaç,Diğer Yapraklı,0.7,20,,2020,5
924490,924490,67187,İSTANBUL,TEKİRDAĞ,MALKARA,27.0549067,41.25349963,18-12-2021,Z,0,101,10,Kuzey Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Gevşek Kapalı,Taban,Böğürtlen,0.7,98,,2021,1
924402,924402,66967,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.05541205,41.84798607,24-08-2019,BÇkM,0,310,14,Batı,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Karaçalı,3,70,,2019,4
924388,924388,66887,İSTANBUL,KIRKLARELİ,TOPÇUKAYA ,27.05559961,42.06414765,13-12-2021,Z,0,480,2,Düzlük,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI,Boşluklu Kapalı,Tepe,,,,,2021,1
923966,923966,61542,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.01929814,41.9290594,24-08-2019,Çkbc1,3,332,12,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Gevşek Kapalı,Orta Yamaç,Karaçalı,2,25,,2019,4
923966,923966,61542,İSTANBUL,KIRKLARELİ,KIRKLARELİ,27.01929814,41.9290594,24-08-2019,Çkbc1,3,332,12,Güney Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Gevşek Kapalı,Orta Yamaç,Diğer Yapraklı,3,1,,2019,4
923648,923648,56765,İSTANBUL,TEKİRDAĞ,MALKARA,26.98341172,40.76706749,10-08-2020,MzMlab1,5,273,25,Doğu,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Orta Yamaç,Diğer Yapraklı,2.5,20,,2020,5
