ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,AKTUEL_MES_TIP,BONITET,ENVANTER_TARIHI,PLANDAKI_MESCERE_TIPI,BOLME_NO,LOKAL_KONUM,EGIM,BAKI,RAKIM,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,ANKAYA,ANKAYA_NOT,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,Horizon,pH,EC_mS_cm,Toplam_Kirec,Organik_Madde,Organik_Karbon,Kum,Kil,Toz,TOPRAK_TURU,Mutlak_Kuruda_Toplam_Agirlik,Mutlak_Kuruda_Tas_Agirligi,Hacim_Agirligi,Silindir_Çap,Silindir_Boy,Silindir_Hacmi,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON_KALINLIGI,H4_HORIZON_KALINLIGI,YIL,BLOK,horizon_kalinlik,organik_karbon_stok_ton_ha,organik_madde_stok_ton_ha,toplam_kirec_stok_ton_ha,kum_stok_ton_ha,kil_stok_ton_ha,toz_stok_ton_ha,organik_karbon_stok_ton,organik_madde_stok_ton,toplam_kirec_stok_ton,kum_stok_ton,kil_stok_ton,toz_stok_ton,organik_madde_ton,organik_karbon_ton
215977,,,İSTANBUL,İSTANBUL,FENERTEPE,28.808358,41.212288,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Boşluklu Kapalı,Yaa,2,23-09-2020,Yaa,12,Boşluklu Kapalı,6,Güney,110,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Yok,Yok,,,,110+,140,0,0,0,0,B,8.04,0.12,0.41,1.4,0.81,11.95,64.88,23.17,Kil,841.7,80.8,0.8417,10.8,11,1007.1864,40,50,50,0,2020,5,30,20.45331,35.3514,10.35291,301.74945,1638.28488,585.06567,2.045331,3.53514,1.035291,30.174945,163.828488,58.506567,7.70106,4.459671
218360,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.879892,41.211142,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,MGnab3,2,03-09-2019,MGnab3,153,Normal Kapalı,11,Güney Doğu,60,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,3,,105,90,0,1,3,0,A,5.69,0.06,0.04,2.65,1.54,31.16,29.73,39.11,Killi Balçık,1250.2,44.2,1.2502,10.8,11,1007.1864,50,60,45,0,2019,4,30,57.75924,99.3909,1.50024,1168.68696,1115.05338,1466.85966,5.775924,9.93909,0.150024,116.868696,111.505338,146.685966,11.851266,6.868596
218360,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.879892,41.211142,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,MGnab3,2,03-09-2019,MGnab3,153,Normal Kapalı,11,Güney Doğu,60,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,3,,105,90,0,1,3,0,B,4.98,0.05,0.04,0.49,0.28,25.11,48.17,26.72,Kil,1300.8,40.5,1.3008,10.8,11,1007.1864,50,60,45,0,2019,4,30,10.92672,19.12176,1.56096,979.89264,1879.78608,1042.72128,1.092672,1.912176,0.156096,97.989264,187.978608,104.272128,11.851266,6.868596
218380,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.878348,41.157124,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MÇkbc3,3,24-12-2021,MÇkbc3,186,Normal Kapalı,50,Kuzey Batı,68,Yok,,,,Numune Alındı,Ulaşıldı,5,Örtülü,Ölü Örtü Kaplı,5,Çürüntü Mul,Yapraklı Karışık,2,,1,110,110,5,15,40,0,O,6.51,0.0907,0.237534031,5.653705155,2.826852578,35.47086106,40.33071184,24.1984271,Balçık,685,57,0.623519142,10.8,11,1007.1864,5,35,70,0,2021,1,30,52.87790082,105.7558016,4.443210464,663.5028257,754.4091253,452.6454752,5.287790082,10.57558016,0.444321046,66.35028257,75.44091253,45.26454752,19.16387978,9.581939891
218380,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.878348,41.157124,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MÇkbc3,3,24-12-2021,MÇkbc3,186,Normal Kapalı,50,Kuzey Batı,68,Yok,,,,Numune Alındı,Ulaşıldı,5,Örtülü,Ölü Örtü Kaplı,5,Çürüntü Mul,Yapraklı Karışık,2,,1,110,110,5,15,40,0,O,6.97,0.0891,0.157083614,4.329118609,2.164559304,33.32659865,36.36730983,30.30609152,Killi balçık,905,403,0.498418168,10.8,11,1007.1864,5,35,70,0,2021,1,30,32.36567047,64.73134094,2.348799814,498.317467,543.7838379,453.1531982,3.236567047,6.473134094,0.234879981,49.8317467,54.37838379,45.31531982,19.16387978,9.581939891
218380,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.878348,41.157124,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MÇkbc3,3,24-12-2021,MÇkbc3,186,Normal Kapalı,50,Kuzey Batı,68,Az,Heterojen,,Yok,Numune Alındı,Ulaşıldı,5,Örtülü,Ölü Örtü Kaplı,5,Çürüntü Mul,Yapraklı Karışık,2,,1,110,110,5,15,40,0,B,5.13,0.0327,0.127096592,1.085813431,0.542906715,33.09680689,36.49265079,30.41054232,Killi balçık,702,48,0.649333629,10.8,11,1007.1864,5,35,70,0,2021,1,30,10.57582763,21.15165525,2.475842742,644.7260917,710.8771608,592.397634,1.057582763,2.115165525,0.247584274,64.47260917,71.08771608,59.2397634,19.16387978,9.581939891
219443,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.916447,41.237561,Karadeniz kiyi kusagi,Açıklık Alan,Koru,YAPRAKLI+IBRELI,Normal Kapalı,MGnKsab3,3,23-09-2020,MGnKsab3,109,Normal Kapalı,1,Güney Batı,102,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,,1,,110+,100,1,5,7,0,A,5.59,0.05,0.04,0.99,0.57,48.45,23.18,28.37,Kumlu Killi Balçık,1318.1,298.7,1.3181,10.8,11,1007.1864,45,55,65,0,2020,5,30,22.53951,39.14757,1.58172,1915.85835,916.60674,1121.83491,2.253951,3.914757,0.158172,191.585835,91.660674,112.183491,4.740825,2.720859
219443,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.916447,41.237561,Karadeniz kiyi kusagi,Açıklık Alan,Koru,YAPRAKLI+IBRELI,Normal Kapalı,MGnKsab3,3,23-09-2020,MGnKsab3,109,Normal Kapalı,1,Güney Batı,102,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,,1,,110+,100,1,5,7,0,B,5.22,0.04,0.04,0.23,0.13,42.08,39.59,18.33,Killi Balçık,1197.2,169.7,1.1972,10.8,11,1007.1864,45,55,65,0,2020,5,30,4.66908,8.26068,1.43664,1511.34528,1421.91444,658.34028,0.466908,0.826068,0.143664,151.134528,142.191444,65.834028,4.740825,2.720859
219453,,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ,28.915658,41.210553,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MKncd3,3,22-12-2021,MKncd3,57,Normal Kapalı,5,Batı,118,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Yapraklı Karışık,3,,2,110,110,0,2,3,0,A,7.12,0.2674,2.799261652,12.68276321,6.341381605,29.22143579,44.48938322,26.28918099,Balçık,441,0,0.43785341,10.8,11,1007.1864,0,15,85,0,2021,1,30,83.29786685,166.5957337,36.76998782,383.8411594,584.3948448,345.3242265,8.329786685,16.65957337,3.676998782,38.38411594,58.43948448,34.53242265,23.85083402,11.92541701
219453,,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ,28.915658,41.210553,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MKncd3,3,22-12-2021,MKncd3,57,Normal Kapalı,5,Batı,118,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Yapraklı Karışık,3,,2,110,110,0,2,3,0,B,5.1,0.0508,0.302042838,2.077258561,1.038629281,14.59074733,34.57041179,50.83884087,Kil,808,6,0.79627763,10.8,11,1007.1864,0,15,85,0,2021,1,30,24.81111787,49.62223574,7.215298653,348.5485713,825.8293676,1214.454952,2.481111787,4.962223574,0.721529865,34.85485713,82.58293676,121.4454952,23.85083402,11.92541701
219453,,,İSTANBUL,BAHÇEKÖY,KURTKEMERİ,28.915658,41.210553,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,MKncd3,3,22-12-2021,MKncd3,57,Normal Kapalı,5,Batı,118,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Ölü Örtü Kaplı,2,Çürüntü Mul,Yapraklı Karışık,3,,2,110,110,0,2,3,0,B,5.34,0.0499,0.125311675,1.000470513,0.500235257,13.52686844,22.64772493,63.82540663,Kil,762,14,0.742662927,10.8,11,1007.1864,0,15,85,0,2021,1,30,11.1451854,22.2903708,2.791930064,301.3771113,504.5887708,1422.022899,1.11451854,2.22903708,0.279193006,30.13771113,50.45887708,142.2022899,23.85083402,11.92541701
219483,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.913299,41.129526,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,OT,0,24-09-2019,OT,229,Boşluklu Kapalı,12,Güney Batı,41,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,110+,111,20,25,60,0,A,6.46,0.04,0.03,2.25,1.31,42.47,23.14,34.39,Balçık,1071,268.1,1.071,10.8,11,1007.1864,30,40,41,0,2019,4,30,42.0903,72.2925,0.9639,1364.5611,743.4882,1104.9507,4.20903,7.22925,0.09639,136.45611,74.34882,110.49507,16.919748,9.8346
219483,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.913299,41.129526,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,OT,0,24-09-2019,OT,229,Boşluklu Kapalı,12,Güney Batı,41,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,,Ölü Örtü Kaplı,10,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,110+,111,20,25,60,0,B,6.2,0.05,0.02,2.67,1.55,38.54,27.13,34.32,Balçık,1209.8,481.3,1.2098,10.8,11,1007.1864,30,40,41,0,2019,4,30,56.2557,96.90498,0.72588,1398.77076,984.65622,1245.61008,5.62557,9.690498,0.072588,139.877076,98.465622,124.561008,16.919748,9.8346
220481,,,İSTANBUL,BAHÇEKÖY,BENTLER,28.950621,41.182944,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Mcd3,4,23-09-2019,Mcd3,93,Orta Kapalı,17,Güney Batı,94,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Mul,Yapraklı + İbreli Karışık,,5,,110+,131,0,0,5,0,A,4.74,0.06,0.04,3,1.74,37.24,34.23,28.53,Killi Balçık,868.7,87.8,0.8687,10.8,11,1007.1864,20,30,31,0,2019,4,30,45.34614,78.183,1.04244,970.51164,892.06803,743.52033,4.534614,7.8183,0.104244,97.051164,89.206803,74.352033,10.325196,5.99697
220481,,,İSTANBUL,BAHÇEKÖY,BENTLER,28.950621,41.182944,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Mcd3,4,23-09-2019,Mcd3,93,Orta Kapalı,17,Güney Batı,94,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Mul,Yapraklı + İbreli Karışık,,5,,110+,131,0,0,5,0,B,4.89,0.06,0.03,0.72,0.42,29.06,42.4,28.54,Kil,1160.6,136.3,1.1606,10.8,11,1007.1864,20,30,31,0,2019,4,30,14.62356,25.06896,1.04454,1011.81108,1476.2832,993.70572,1.462356,2.506896,0.104454,101.181108,147.62832,99.370572,10.325196,5.99697
220491,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.949819,41.155936,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,MÇzc3,1,24-09-2020,MÇzc3,199,Orta Kapalı,16,Kuzey Doğu,80,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,110,110,0,0,0,0,A,6.12,0.06,0.06,3.29,1.91,26.86,38.06,35.09,Killi Balçık,878,23.5,0.878,10.8,11,1007.1864,22,32,32,0,2020,5,30,50.3094,86.6586,1.5804,707.4924,1002.5004,924.2706,5.03094,8.66586,0.15804,70.74924,100.25004,92.42706,12.757764,7.390236
220491,,,İSTANBUL,İSTANBUL,KEMERBURGAZ,28.949819,41.155936,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Orta Kapalı,MÇzc3,1,24-09-2020,MÇzc3,199,Orta Kapalı,16,Kuzey Doğu,80,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,110,110,0,0,0,0,B,6.27,0.04,0.04,1.11,0.64,37.98,33.5,28.52,Killi Balçık,1228.8,148.3,1.2288,10.8,11,1007.1864,22,32,32,0,2020,5,30,23.59296,40.91904,1.47456,1400.09472,1234.944,1051.36128,2.359296,4.091904,0.147456,140.009472,123.4944,105.136128,12.757764,7.390236
221405,,,İSTANBUL,BAHÇEKÖY,SARIYER,28.987186,41.20934,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,GnMIha3,3,23-09-2020,GnMIha3,114,Orta Kapalı,30,Doğu,174,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,,,110+,120,1,5,5,0,A,5.03,0.04,0.05,0.61,0.35,8.21,56.96,34.83,Kil,932.6,15.2,0.9326,10.8,11,1007.1864,20,30,30,0,2020,5,30,9.7923,17.06658,1.3989,229.69938,1593.62688,974.47374,0.97923,1.706658,0.13989,22.969938,159.362688,97.447374,2.208228,1.280172
221405,,,İSTANBUL,BAHÇEKÖY,SARIYER,28.987186,41.20934,Karadeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,GnMIha3,3,23-09-2020,GnMIha3,114,Orta Kapalı,30,Doğu,174,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,,,110+,120,1,5,5,0,B,5.53,0.05,0.03,0.15,0.09,45.14,30.3,24.57,Killi Balçık,1114.6,159.3,1.1146,10.8,11,1007.1864,20,30,30,0,2020,5,30,3.00942,5.0157,1.00314,1509.39132,1013.1714,821.57166,0.300942,0.50157,0.100314,150.939132,101.31714,82.157166,2.208228,1.280172
221415,,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,ÇsÇkc3,3,22-12-2021,ÇsÇkc3,85,Normal Kapalı,13,Kuzey Doğu,119,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yabanlaşmış,5,Çürüntü Mul,İbreli Karışık,2,,1,110,110,2,3,5,0,O,4.79,0.0333,0.312463918,1.409887911,0.704943955,31.2923108,38.39547338,30.31221582,Killi balçık,1023,0,1.015700768,10.8,11,1007.1864,10,30,70,0,2021,1,30,21.48036351,42.96072702,9.52109523,953.5087234,1169.949354,923.6442267,2.148036351,4.296072702,0.952109523,95.35087234,116.9949354,92.36442267,8.500944647,4.250472324
221415,,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,ÇsÇkc3,3,22-12-2021,ÇsÇkc3,85,Normal Kapalı,13,Kuzey Doğu,119,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yabanlaşmış,5,Çürüntü Mul,İbreli Karışık,2,,1,110,110,2,3,5,0,O,4.85,0.059,0.312804124,1.461539935,0.730769967,39.30811248,38.43819543,22.25369209,Balçık,743,0,0.737698603,10.8,11,1007.1864,10,30,70,0,2021,1,30,16.17263951,32.34527903,6.92265495,869.9261897,850.6740918,492.4955268,1.617263951,3.234527903,0.692265495,86.99261897,85.06740918,49.24955268,8.500944647,4.250472324
221415,,,İSTANBUL,BAHÇEKÖY,BENTLER,28.986369,41.182333,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+IBRELI,Normal Kapalı,ÇsÇkc3,3,22-12-2021,ÇsÇkc3,85,Normal Kapalı,13,Kuzey Doğu,119,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Yabanlaşmış,5,Çürüntü Mul,İbreli Karışık,2,,1,110,110,2,3,5,0,B,4.66,0.0307,0.315278351,0.408236142,0.204118071,53.08994493,18.3561085,28.55394656,Kumlu killi balçık,803,5,0.792306171,10.8,11,1007.1864,10,30,70,0,2021,1,30,4.851720213,9.703440426,7.49390948,1261.90473,436.3097413,678.704042,0.485172021,0.970344043,0.749390948,126.190473,43.63097413,67.8704042,8.500944647,4.250472324
222201,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Çmcd3,2,29-12-2021,Çmcd3,8,Normal Kapalı,10,Kuzey Doğu,51,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Yabanlaşmış,2,Çürüntü Mul,Yapraklı + İbreli Karışık,3,,1,110,110,0,2,3,0,A,5.29,0.0411,0.088264986,0.272667168,0.136333584,58.69048848,16.52380461,24.78570691,Kumlu killi balçık,660,1,0.654297953,10.8,11,1007.1864,0,15,95,0,2021,1,30,2.67608355,5.352167099,1.732547991,1152.031995,324.344746,486.517119,0.267608355,0.53521671,0.173254799,115.2031995,32.4344746,48.6517119,7.276141219,3.63807061
222201,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.023782,41.235724,Karadeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Normal Kapalı,Çmcd3,2,29-12-2021,Çmcd3,8,Normal Kapalı,10,Kuzey Doğu,51,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,2,Örtülü,Yabanlaşmış,2,Çürüntü Mul,Yapraklı + İbreli Karışık,3,,1,110,110,0,2,3,0,B,4.92,0.0423,0.122930573,2.92015806,1.46007903,40.50061551,14.36192039,45.1374641,Kil,778,3,0.769470279,10.8,11,1007.1864,0,15,95,0,2021,1,30,33.70462255,67.40924509,2.837742663,934.9205972,331.5321267,1041.958112,3.370462255,6.740924509,0.283774266,93.49205972,33.15321267,104.1958112,7.276141219,3.63807061
222231,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.021287,41.154703,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Ö.O,0,07-10-2019,Ö.O,0,Normal Kapalı,27,Güney Doğu,27,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,,1,,105,105,0,2,5,0,A,5.58,0.09,0.04,6.21,3.6,41.7,21.4,36.9,Balçık,1024.6,10.3,1.0246,10.8,11,1007.1864,50,60,45,0,2019,4,30,110.6568,190.88298,1.22952,1281.7746,657.7932,1134.2322,11.06568,19.088298,0.122952,128.17746,65.77932,113.42322,22.341078,12.94719
222231,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.021287,41.154703,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Ö.O,0,07-10-2019,Ö.O,0,Normal Kapalı,27,Güney Doğu,27,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yeşillenmiş,0,Ham Humus,Saf Yapraklı,,1,,105,105,0,2,5,0,B,5.59,0.04,0.02,1.02,0.59,38.37,29.24,32.4,Killi Balçık,1063,156.8,1.063,10.8,11,1007.1864,50,60,45,0,2019,4,30,18.8151,32.5278,0.6378,1223.6193,932.4636,1033.236,1.88151,3.25278,0.06378,122.36193,93.24636,103.3236,22.341078,12.94719
222241,,,İSTANBUL,İSTANBUL,İSTANBUL,29.020457,41.127696,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Çfc3,1,22-09-2020,Çfc3,68,Normal Kapalı,17,Güney Batı,97,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,100,100,0,2,5,0,A,5.18,0.06,0.08,2.29,1.33,23.53,45.83,30.64,Kil,1069.1,156.3,1.0691,10.8,11,1007.1864,55,65,35,0,2020,5,30,42.65709,73.44717,2.56584,754.67769,1469.90559,982.71672,4.265709,7.344717,0.256584,75.467769,146.990559,98.271672,8.454573,4.921533
222241,,,İSTANBUL,İSTANBUL,İSTANBUL,29.020457,41.127696,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Çfc3,1,22-09-2020,Çfc3,68,Normal Kapalı,17,Güney Batı,97,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,50",,100,100,0,2,5,0,B,4.51,0.07,0.04,0.44,0.26,6.9,58.27,34.83,Kil,840.8,38,0.8408,10.8,11,1007.1864,55,65,35,0,2020,5,30,6.55824,11.09856,1.00896,174.0456,1469.80248,878.55192,0.655824,1.109856,0.100896,17.40456,146.980248,87.855192,8.454573,4.921533
224002,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.095333,41.234444,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,ÇmKsMbc3,2,22-09-2020,ÇmKsMbc3,25,Normal Kapalı,19,Doğu,19,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,20",,105,105,0,1,3,0,A,6.52,0.08,0.08,2.23,1.29,40.61,28.07,31.33,Killi Balçık,1015.8,37.9,1.0158,10.8,11,1007.1864,45,55,45,0,2020,5,30,39.31146,67.95702,2.43792,1237.54914,855.40518,954.75042,3.931146,6.795702,0.243792,123.754914,85.540518,95.475042,7.430262,4.288086
224002,,,İSTANBUL,BAHÇEKÖY,SARIYER,29.095333,41.234444,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,ÇmKsMbc3,2,22-09-2020,ÇmKsMbc3,25,Normal Kapalı,19,Doğu,19,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,20",,105,105,0,1,3,0,B,6.3,0.06,0.07,0.16,0.09,35.29,28.57,36.14,Killi Balçık,1322,45.7,1.322,10.8,11,1007.1864,45,55,45,0,2020,5,30,3.5694,6.3456,2.7762,1399.6014,1133.0862,1433.3124,0.35694,0.63456,0.27762,139.96014,113.30862,143.33124,7.430262,4.288086
225024,,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,OT,0,01-01-2022,OT,183,Gevşek Kapalı,7,Düzlük,293,Yok,,,,Numune Alındı,Ulaşıldı,10,Örtülü,Yeşillenmiş,10,Çürüntü Mul,Saf İbreli,0.5,,0.5,110,110,0,5,10,60,A,5.67,0.0632,0.062264615,7.833741566,3.916870783,57.49848209,24.28658166,18.21493625,Kumlu balçık,680,154,0.522246925,10.8,11,1007.1864,0,10,40,60,2021,1,30,61.36721163,122.7344233,0.975525117,900.8521634,380.5077776,285.3808332,6.136721163,12.27344233,0.097552512,90.08521634,38.05077776,28.53808332,20.60212124,10.30106062
225024,,,İSTANBUL,KANLICA,BEYKOZ,29.127606,41.125766,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,OT,0,01-01-2022,OT,183,Gevşek Kapalı,7,Düzlük,293,Yok,,,,Numune Alındı,Ulaşıldı,10,Örtülü,Yeşillenmiş,10,Çürüntü Mul,Saf İbreli,0.5,,0.5,110,110,0,5,10,60,B,5.45,0.0377,0.060719554,3.910341921,1.95517096,63.69503832,16.13553852,20.16942315,Kumlu killi balçık,1201,570,0.626497737,10.8,11,1007.1864,0,10,40,60,2021,1,30,36.74730544,73.49461089,1.141219902,1197.14392,303.2663509,379.0829387,3.674730544,7.349461089,0.11412199,119.714392,30.32663509,37.90829387,20.60212124,10.30106062
