ORNEK_NO,new_id,old_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,AKTUEL_MES_TIP,BONITET,ENVANTER_TARIHI,PLANDAKI_MESCERE_TIPI,BOLME_NO,LOKAL_KONUM,EGIM,BAKI,RAKIM,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,ANKAYA,ANKAYA_NOT,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,MUTLAK_DERINLIK,FIZYOLOJIK_DERINLIK,H1_HORIZON_TASLIGI,H2_HORIZON_TASLIGI,H3_HORIZON_TASLIGI,H4_HORIZON_TASLIGI,Horizon,pH,EC_mS_cm,Toplam_Kirec,Organik_Madde,Organik_Karbon,Kum,Kil,Toz,TOPRAK_TURU,Mutlak_Kuruda_Toplam_Agirlik,Mutlak_Kuruda_Tas_Agirligi,Hacim_Agirligi,Silindir_Çap,Silindir_Boy,Silindir_Hacmi,H1_HORIZON_KALINLIGI,H2_HORIZON_KALINLIGI,H3_HORIZON_KALINLIGI,H4_HORIZON_KALINLIGI,YIL,BLOK,horizon_kalinlik,organik_karbon_stok_ton_ha,organik_madde_stok_ton_ha,toplam_kirec_stok_ton_ha,kum_stok_ton_ha,kil_stok_ton_ha,toz_stok_ton_ha,organik_karbon_stok_ton,organik_madde_stok_ton,toplam_kirec_stok_ton,kum_stok_ton,kil_stok_ton,toz_stok_ton,organik_madde_ton,organik_karbon_ton
28423,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.769855,40.847916,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Mkra3,5,27-07-2020,Mkra3,9,Orta Kapalı,24,Güney,153,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,10",,101,101,0,0,5,15,B,7.88,0.13,11.95,1.36,0.79,9.25,51.38,39.37,Kil,930,42.4,0.93,10.8,11,1007.1864,20,30,35,36,2020,5,30,22.041,37.944,333.405,258.075,1433.502,1098.423,2.2041,3.7944,33.3405,25.8075,143.3502,109.8423,9.747657,5.682645
28423,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.769855,40.847916,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Mkra3,5,27-07-2020,Mkra3,9,Orta Kapalı,24,Güney,153,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,"0,10",,101,101,0,0,5,15,A,8.07,0.12,23.14,0.39,0.23,9.83,48.99,41.17,Tozlu Kil,1093.5,117.4,1.0935,10.8,11,1007.1864,20,30,35,36,2020,5,30,7.54515,12.79395,759.1077,322.47315,1607.11695,1350.58185,0.754515,1.279395,75.91077,32.247315,160.711695,135.058185,9.747657,5.682645
28433,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.769948,40.820891,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Çzc3*,3,05-01-2022,Çzc3*,49,Normal Kapalı,30,Doğu,160,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Ham Humus,Yapraklı + İbreli Karışık,3,1,1,110,110,0,3,5,0,A,6.41,0.0777,0.089622986,4.150895917,2.075447959,45.43801152,34.3538446,20.20814388,Balçık,926,40,0.87967828,10.8,11,1007.1864,0,10,100,0,2021,1,30,54.77179471,109.5435894,2.365181814,1199.124955,906.6099279,533.2999576,5.477179471,10.95435894,0.236518181,119.9124955,90.66099279,53.32999576,12.39317456,6.196587278
28433,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.769948,40.820891,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Normal Kapalı,Çzc3*,3,05-01-2022,Çzc3*,49,Normal Kapalı,30,Doğu,160,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Ham Humus,Yapraklı + İbreli Karışık,3,1,1,110,110,0,3,5,0,B,5.6,0.0501,0.117863928,0.444389917,0.222194958,45.55902813,20.16332292,34.27764896,Kumlu killi balçık,1087,0,1.07924412,10.8,11,1007.1864,0,10,100,0,2021,1,30,7.194078069,14.38815614,3.816118545,1475.079397,652.8344309,1109.818533,0.719407807,1.438815614,0.381611854,147.5079397,65.28344309,110.9818533,12.39317456,6.196587278
32904,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.805681,40.766905,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Orta Kapalı,ÇzÇkcd2,3,27-07-2020,ÇzÇkcd2,391,Orta Kapalı,21,Güney Doğu,139,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,2,,Yabanlaşmış,2,Ham Humus,Saf Yapraklı,,"0,10",,110+,131,0,3,2,5,A,6.72,0.04,0.03,2.06,1.19,23.26,43.37,33.36,Kil,1059,27.1,1.059,10.8,11,1007.1864,40,50,40,41,2020,5,30,37.8063,65.4462,0.9531,738.9702,1377.8649,1059.8472,3.78063,6.54462,0.09531,73.89702,137.78649,105.98472,9.631308,5.532534
32904,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.805681,40.766905,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Orta Kapalı,ÇzÇkcd2,3,27-07-2020,ÇzÇkcd2,391,Orta Kapalı,21,Güney Doğu,139,Yok,,,Yok,Numune Alınmadı,Ulaşılamadı,2,,Yabanlaşmış,2,Ham Humus,Saf Yapraklı,,"0,10",,110+,131,0,3,2,5,B,6.66,0.03,0.06,0.37,0.21,34.14,34.79,31.06,Killi Balçık,1265.2,1.5,1.2652,10.8,11,1007.1864,40,50,40,41,2020,5,30,7.97076,14.04372,2.27736,1295.81784,1320.48924,1178.91336,0.797076,1.404372,0.227736,129.581784,132.048924,117.891336,9.631308,5.532534
32904,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.805681,40.766905,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI,Orta Kapalı,ÇzÇkcd2,3,27-07-2020,ÇzÇkcd2,391,Orta Kapalı,21,Güney Doğu,139,Yok,,,,Numune Alınmadı,Ulaşılamadı,2,,Yabanlaşmış,2,Ham Humus,Saf Yapraklı,,"0,10",,110+,131,0,3,2,5,C,8.04,0.13,21.73,0.37,0.21,47.53,21.96,30.5,Balçık,1515.6,40.1,1.5156,10.8,11,1007.1864,40,50,40,41,2020,5,30,9.54828,16.82316,988.01964,2161.09404,998.47728,1386.774,0.954828,1.682316,98.801964,216.109404,99.847728,138.6774,9.631308,5.532534
37330,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840055,41.253402,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,BMc,0,21-07-2019,BMc,54,Orta Kapalı,14,Kuzey,107,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,1,,91,60,0,0,0,0,A,5.95,0.06,0.01,2.97,1.72,67.91,15.84,16.25,Kumlu Balçık,960.2,40.8,0.9602,10.8,11,1007.1864,24,34,35,0,2019,4,30,49.54632,85.55382,0.28806,1956.21546,456.28704,468.0975,4.954632,8.555382,0.028806,195.621546,45.628704,46.80975,10.408134,6.040728
37330,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840055,41.253402,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,BMc,0,21-07-2019,BMc,54,Orta Kapalı,14,Kuzey,107,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,1,,91,60,0,0,0,0,B,5.55,0.03,0.01,0.58,0.34,67.64,26.22,6.14,Kumlu Killi Balçık,1064.8,151.8,1.0648,10.8,11,1007.1864,24,34,35,0,2019,4,30,10.86096,18.52752,0.31944,2160.69216,837.57168,196.13616,1.086096,1.852752,0.031944,216.069216,83.757168,19.613616,10.408134,6.040728
37380,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840383,41.118283,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,MlMcab3,3,21-07-2019,MlMcab3,360,Orta Kapalı,20,Kuzey Batı,277,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,2,,96,96,0,0,0,0,A,6.93,0.07,0.04,5.74,3.33,43.8,31.03,25.16,Killi Balçık,877.3,4.8,0.8773,10.8,11,1007.1864,12,22,23,0,2019,4,30,87.64227,151.07106,1.05276,1152.7722,816.67857,662.18604,8.764227,15.107106,0.105276,115.27722,81.667857,66.218604,16.3614,9.502047
37380,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.840383,41.118283,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,MlMcab3,3,21-07-2019,MlMcab3,360,Orta Kapalı,20,Kuzey Batı,277,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Ham Humus,Saf Yapraklı,,2,,96,96,0,0,0,0,B,5.68,0.03,0.04,0.51,0.3,33.32,28.94,37.75,Balçık,819.8,0.9,0.8198,10.8,11,1007.1864,12,22,23,0,2019,4,30,7.3782,12.54294,0.98376,819.47208,711.75036,928.4235,0.73782,1.254294,0.098376,81.947208,71.175036,92.84235,16.3614,9.502047
42143,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.876773,40.767003,Akdeniz kiyi kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Mzb3,4,10-08-2019,Mzb3,419,Normal Kapalı,37,Güney Batı,443,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,5,,Yeşillenmiş,5,Ham Humus,Saf Yapraklı,,"0,10",,101,101,20,25,0,0,A,5.79,0.02,0.11,0.42,0.24,45.8,27.91,26.29,Kumlu Killi Balçık,1186.6,289,1.1866,10.8,11,1007.1864,91,101,0,0,2019,4,30,8.54352,14.95116,3.91578,1630.3884,993.54018,935.87142,0.854352,1.495116,0.391578,163.03884,99.354018,93.587142,1.495116,0.854352
46587,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.911745,41.199432,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,BMc,0,21-07-2020,BMc,136,Boşluklu Kapalı,23,Kuzey Batı,139,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Yok,Yok,,,,80,80,5,10,60,0,A,6.41,0.06,0.02,3.93,2.28,54.6,28.74,16.66,Kumlu Killi Balçık,950.9,182.2,0.9509,10.8,11,1007.1864,10,20,20,0,2020,5,30,65.04156,112.11111,0.57054,1557.5742,819.86598,475.25982,6.504156,11.211111,0.057054,155.75742,81.986598,47.525982,13.236279,7.68006
46587,,,İSTANBUL,EDİRNE,UZUNKÖPRÜ,26.911745,41.199432,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,BMc,0,21-07-2020,BMc,136,Boşluklu Kapalı,23,Kuzey Batı,139,Yok,,,,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Yok,Yok,,,,80,80,5,10,60,0,B,5.68,0.03,0.03,0.62,0.36,54.07,33.29,12.64,Kumlu Killi Balçık,1088.8,634.1,1.0888,10.8,11,1007.1864,10,20,20,0,2020,5,30,11.75904,20.25168,0.97992,1766.14248,1087.38456,412.87296,1.175904,2.025168,0.097992,176.614248,108.738456,41.287296,13.236279,7.68006
46637,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.911925,41.064311,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,OT,0,05-08-2020,OT,606,Boşluklu Kapalı,10,Doğu,187,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yok,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,100,85,0,0,0,0,A,6.69,0.04,0.03,2.1,1.22,63.99,19.83,16.18,Kumlu Balçık,1101.7,78.5,1.1017,10.8,11,1007.1864,0,0,0,0,2020,5,30,40.32222,69.4071,0.99153,2114.93349,655.40133,534.76518,4.032222,6.94071,0.099153,211.493349,65.540133,53.476518,8.750304,5.071776
46637,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.911925,41.064311,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,OT,0,05-08-2020,OT,606,Boşluklu Kapalı,10,Doğu,187,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Yok,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,20",,100,85,0,0,0,0,B,5.84,0.04,0.01,0.47,0.27,36.03,53.23,10.73,Kil,1283.4,148.5,1.2834,10.8,11,1007.1864,0,0,0,0,2020,5,30,10.39554,18.09594,0.38502,1387.22706,2049.46146,413.12646,1.039554,1.809594,0.038502,138.722706,204.946146,41.312646,8.750304,5.071776
46737,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.912284,40.794061,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,McMzab3,4,10-08-2020,McMzab3,240,Normal Kapalı,25,Güney Doğu,308,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Ham Humus,Saf Yapraklı,,"0,10",,101,101,0,0,0,0,A,5.82,0.03,0.12,2.13,1.24,37.17,36.31,26.52,Killi Balçık,1172.3,8.2,1.1723,10.8,11,1007.1864,40,50,51,0,2020,5,30,43.60956,74.90997,4.22028,1307.23173,1276.98639,932.68188,4.360956,7.490997,0.422028,130.723173,127.698639,93.268188,8.950638,5.21538
46737,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.912284,40.794061,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,McMzab3,4,10-08-2020,McMzab3,240,Normal Kapalı,25,Güney Doğu,308,Yok,,,,Numune Alınmadı,Ulaşılamadı,,,Yabanlaşmış,0,Ham Humus,Saf Yapraklı,,"0,10",,101,101,0,0,0,0,B,5.83,0.02,0.08,0.41,0.24,47.31,32.27,20.42,Kumlu Killi Balçık,1186.7,5.6,1.1867,10.8,11,1007.1864,40,50,51,0,2020,5,30,8.54424,14.59641,2.84808,1684.28331,1148.84427,726.97242,0.854424,1.459641,0.284808,168.428331,114.884427,72.697242,8.950638,5.21538
46747,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.912319,40.767035,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mzb3,4,06-01-2022,Mzb3,437,Orta Kapalı,35,Güney,414,Yok,,,,Numune Alındı,Ulaşıldı,25,Örtülü,Ölü Örtü Kaplı,25,Çürüntü Mul,Saf Yapraklı,2,,1,110,110,0,5,15,0,A,6.68,0.0607,0.281159555,2.405986088,1.202993044,53.52126907,28.29140143,18.18732949,Balçık,1137,274,0.856842388,10.8,11,1007.1864,0,10,100,0,2021,1,30,30.92326298,61.84652596,7.227282727,1375.77876,727.2381588,467.510245,3.092326298,6.184652596,0.722728273,137.577876,72.72381588,46.7510245,8.342401801,4.171200901
46747,,,İSTANBUL,TEKİRDAĞ,KUŞTEPE,26.912319,40.767035,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mzb3,4,06-01-2022,Mzb3,437,Orta Kapalı,35,Güney,414,Yok,,,,Numune Alındı,Ulaşıldı,25,Örtülü,Ölü Örtü Kaplı,25,Çürüntü Mul,Saf Yapraklı,2,,1,110,110,0,5,15,0,B,6.02,0.03,0.168829314,0.741472417,0.370736209,45.39387198,26.29183942,28.3142886,Kumlu killi balçık,1223,246,0.970028984,10.8,11,1007.1864,0,10,100,0,2021,1,30,10.78874603,21.57749206,4.913079823,1321.001145,765.1153881,823.970418,1.078874603,2.157749206,0.491307982,132.1001145,76.51153881,82.3970418,8.342401801,4.171200901
51575,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.947588,41.118382,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Me,0,05-08-2020,Me,573,Boşluklu Kapalı,14,Batı,179,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Ham Humus,Saf Yapraklı,,"0,50",,95,70,5,10,70,0,A,6.98,0.04,0.06,2.8,1.62,59.22,24.3,16.48,Kumlu Killi Balçık,925.1,232.9,0.9251,10.8,11,1007.1864,15,25,25,0,2020,5,30,44.95986,77.7084,1.66518,1643.53266,674.3979,457.36944,4.495986,7.77084,0.166518,164.353266,67.43979,45.736944,9.138876,5.294007
51575,,,İSTANBUL,TEKİRDAĞ,MALKARA,26.947588,41.118382,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Me,0,05-08-2020,Me,573,Boşluklu Kapalı,14,Batı,179,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,10,Örtülü,Ölü Örtü Kaplı,10,Ham Humus,Saf Yapraklı,,"0,50",,95,70,5,10,70,0,B,6.5,0.02,0.04,0.36,0.21,63.65,24.1,12.25,Kumlu Killi Balçık,1266.7,743.7,1.2667,10.8,11,1007.1864,15,25,25,0,2020,5,30,7.98021,13.68036,1.52004,2418.76365,915.8241,465.51225,0.798021,1.368036,0.152004,241.876365,91.58241,46.551225,9.138876,5.294007
51729,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.947992,40.6049,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Çzc2,3,11-08-2019,Çzc2,520,Orta Kapalı,12,Güney Batı,92,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,110+,116,1,5,10,0,A,7.67,0.15,10.2,3.12,1.81,38.36,26.48,35.16,Balçık,923.9,23.9,0.9239,10.8,11,1007.1864,10,20,21,0,2019,4,30,50.16777,86.47704,282.7134,1063.22412,733.94616,974.52972,5.016777,8.647704,28.27134,106.322412,73.394616,97.452972,10.134744,5.871825
51729,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.947992,40.6049,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Çzc2,3,11-08-2019,Çzc2,520,Orta Kapalı,12,Güney Batı,92,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,Örtülü,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,110+,116,1,5,10,0,B,8.33,0.12,15.01,0.4,0.23,21.65,38.97,39.38,Killi Balçık,1239.2,5.6,1.2392,10.8,11,1007.1864,10,20,21,0,2019,4,30,8.55048,14.8704,558.01176,804.8604,1448.74872,1463.99088,0.855048,1.48704,55.801176,80.48604,144.874872,146.399088,10.134744,5.871825
51739,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.948013,40.577873,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Çzb3,3,11-08-2020,Çzb3,565,Orta Kapalı,22,Güney Doğu,164,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,30,,Ölü Örtü Kaplı,30,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,90,90,1,5,10,0,A,7.38,0.06,0.15,3.54,2.05,30.62,39.77,29.61,Killi Balçık,948.4,153.6,0.9484,10.8,11,1007.1864,30,40,40,0,2020,5,30,58.3266,100.72008,4.2678,871.20024,1131.53604,842.46372,5.83266,10.072008,0.42678,87.120024,113.153604,84.246372,21.203898,12.280482
51739,,,İSTANBUL,TEKİRDAĞ,ŞARKÖY,26.948013,40.577873,Akdeniz kiyi kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI,Orta Kapalı,Çzb3,3,11-08-2020,Çzb3,565,Orta Kapalı,22,Güney Doğu,164,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,30,,Ölü Örtü Kaplı,30,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,90,90,1,5,10,0,B,7.86,0.12,0.35,3.85,2.23,20.58,46.52,32.89,Kil,963.8,255.1,0.9638,10.8,11,1007.1864,30,40,40,0,2020,5,30,64.47822,111.3189,10.1199,595.05012,1345.07928,950.98146,6.447822,11.13189,1.01199,59.505012,134.507928,95.098146,21.203898,12.280482
51749,,,İSTANBUL,TEKİRDAĞ,HELVATEPE,26.948033,40.550846,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Çzbc3,3,08-01-2022,Çzbc3,603,Orta Kapalı,2,Düzlük,5,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,1,110,110,0,3,5,0,A,6.06,0.108,0.125513846,4.295560776,2.147780388,61.23240155,10.20199959,28.56559886,Kumlu killi balçık,884,0,0.87769255,10.8,11,1007.1864,0,5,105,0,2021,1,30,56.55272538,113.1054508,3.304877032,1612.29668,268.6265712,752.1543993,5.655272538,11.31054508,0.330487703,161.229668,26.86265712,75.21543993,12.8802786,6.4401393
51749,,,İSTANBUL,TEKİRDAĞ,HELVATEPE,26.948033,40.550846,Akdeniz kiyi kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Çzbc3,3,08-01-2022,Çzbc3,603,Orta Kapalı,2,Düzlük,5,Yok,,,,Numune Alınmadı,Ulaşılamadı,5,Örtülü,Ölü Örtü Kaplı,5,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,1,110,110,0,3,5,0,B,8.05,0.148,3.125538462,0.558267746,0.279133873,49.19731762,18.28896566,32.51371672,Kumlu killi balçık,957,13,0.937264443,10.8,11,1007.1864,0,5,105,0,2021,1,30,7.848667623,15.69733525,87.88368194,1383.326895,514.2479162,914.2185177,0.784866762,1.569733525,8.788368194,138.3326895,51.42479162,91.42185177,12.8802786,6.4401393
56305,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.983093,42.01012,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mbc2,3,09-09-2019,Mbc2,112,Orta Kapalı,16,Güney Doğu,382,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,1,,110+,121,0,0,0,0,A,5.47,0.04,0.04,1.98,1.15,33.52,25.95,40.54,Balçık,919.7,8,0.9197,10.8,11,1007.1864,35,45,46,0,2019,4,30,31.72965,54.63018,1.10364,924.85032,715.98645,1118.53914,3.172965,5.463018,0.110364,92.485032,71.598645,111.853914,11.614221,6.766242
56305,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.983093,42.01012,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Orta Kapalı,Mbc2,3,09-09-2019,Mbc2,112,Orta Kapalı,16,Güney Doğu,382,Az,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,1,,110+,121,0,0,0,0,B,5.78,0.04,0.04,1.01,0.59,27.14,36.23,36.63,Killi Balçık,2030.1,42,2.0301,10.8,11,1007.1864,35,45,46,0,2019,4,30,35.93277,61.51203,2.43612,1652.90742,2206.51569,2230.87689,3.593277,6.151203,0.243612,165.290742,220.651569,223.087689,11.614221,6.766242
56315,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.9831,41.9831,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Z,0,09-09-2020,Z,119,Boşluklu Kapalı,14,Güney Batı,394,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,100,100,0,0,3,0,A,6.49,0.07,0.04,3.8,2.2,39.68,21.86,38.46,Balçık,1079.9,165.1,1.0799,10.8,11,1007.1864,20,30,30,0,2020,5,30,71.2734,123.1086,1.29588,1285.51296,708.19842,1245.98862,7.12734,12.31086,0.129588,128.551296,70.819842,124.598862,20.351361,11.798916
56315,,,İSTANBUL,KIRKLARELİ,KOFÇAZ,26.9831,41.9831,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Z,0,09-09-2020,Z,119,Boşluklu Kapalı,14,Güney Batı,394,Orta,Heterojen,,Yok,Numune Alınmadı,Ulaşılamadı,,,Ölü Örtü Kaplı,0,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,100,100,0,0,3,0,B,6.18,0.05,0.04,1.79,1.04,36.11,27.73,36.17,Killi Balçık,1497.3,166.3,1.4973,10.8,11,1007.1864,20,30,30,0,2020,5,30,46.71576,80.40501,1.79676,1622.02509,1245.60387,1624.72023,4.671576,8.040501,0.179676,162.202509,124.560387,162.472023,20.351361,11.798916
56325,,,İSTANBUL,EDİRNE,LALAPAŞA,26.983107,41.95608,Karadeniz kiyi ardi iliman iklim kusagi,Ekim ve Dikimli Gelen,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Çkbc3,2,13-12-2021,Çkbc3,200,Gevşek Kapalı,5,Kuzey,403,Yok,,,,Numune Alındı,Ulaşıldı,9,Örtülü,Yeşillenmiş,9,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,1,80,80,0,15,60,60,A,5,0.0471,0.060487327,5.668901083,2.834450542,65.6877586,20.18367141,14.12856999,Kumlu balçık,975,149,0.820106387,10.8,11,1007.1864,0,10,30,40,2021,1,30,69.73652982,139.4730596,1.488181304,1616.128512,496.5827354,347.6079148,6.973652982,13.94730596,0.14881813,161.6128512,49.65827354,34.76079148,20.41835617,10.20917808
